Igor;goodMood@yandex.ru;Objective C
Nikolai;WannaCyberpunk2077@yandex.ru;C#
Anastasia;WannaCyberpunk2077@yandex.ru;C#
Boris;Lollypopx20@yandex.ru;Pascal
Anastasia;Redund2020@mail.ru;Lisp
Andrey;Andrew54@gmail.com;Pascal
Andrey;Lollypopx20@yandex.ru;C++
Boris;WannaCyberpunk2077@yandex.ru;C#
Dima;Rublick@mail.ru;HTML
Nikita;Rublick@mail.ru;Kotlin
Andrey;Andrew54@gmail.com;C++
Nikolai;WannaCyberpunk2077@yandex.ru;Java
Dasha;WannaCyberpunk2077@yandex.ru;C
Anastasia;Hollow@yandex.ru;Python
Dima;Redund2020@mail.ru;C#
Nikolai;WannaCyberpunk2077@yandex.ru;Pascal
Dima;WannaCyberpunk2077@yandex.ru;Lisp
Nikolai;JavaProf2020@yandex.ru;C++
Boris;Andrew54@gmail.com;Pascal
Dasha;JavaProf2020@yandex.ru;HTML
Dasha;JavaProf2020@yandex.ru;C++
Alex;Rublick@mail.ru;Lisp
Anastasia;Hollow@yandex.ru;C++
Boris;Hollow@yandex.ru;Java
Igor;WannaCyberpunk2077@yandex.ru;Objective C
Andrey;Redund2020@mail.ru;C++
Andrey;goodMood@yandex.ru;Objective C
Boris;Hollow@yandex.ru;C++
Dima;WannaCyberpunk2077@yandex.ru;Kotlin
Dima;Andrew54@gmail.com;HTML
Alex;goodMood@yandex.ru;Lisp
Alex;Redund2020@mail.ru;Pascal
Dasha;Rublick@mail.ru;C++
Dasha;Lollypopx20@yandex.ru;Lisp
Anastasia;Hollow@yandex.ru;Objective C
Boris;JavaProf2020@yandex.ru;Objective C
Alexandra;Sherlock_TOP@gmail.com;Pascal
Nikita;Redund2020@mail.ru;HTML
Dima;Lollypopx20@yandex.ru;C
Dasha;Rublick@mail.ru;HTML
Boris;Hollow@yandex.ru;HTML
Boris;Sherlock_TOP@gmail.com;Pascal
Dima;Andrew54@gmail.com;Python
Alexandra;Hollow@yandex.ru;C#
Nikolai;Lollypopx20@yandex.ru;Pascal
Alex;Redund2020@mail.ru;C#
Boris;JavaProf2020@yandex.ru;C++
Igor;WannaCyberpunk2077@yandex.ru;Python
Alexandra;Andrew54@gmail.com;HTML
Andrey;Lot@gmail.com;C
Nikita;goodMood@yandex.ru;Lisp
Dima;goodMood@yandex.ru;HTML
Nikita;Sherlock_TOP@gmail.com;Objective C
Alexandra;goodMood@yandex.ru;HTML
Nikolai;JavaProf2020@yandex.ru;HTML
Nikita;Rublick@mail.ru;Lisp
Boris;WannaCyberpunk2077@yandex.ru;Kotlin
Andrey;Andrew54@gmail.com;HTML
Alexandra;Hollow@yandex.ru;Java
Igor;JavaProf2020@yandex.ru;Objective C
Igor;JavaProf2020@yandex.ru;Pascal
Boris;goodMood@yandex.ru;HTML
Alexandra;Redund2020@mail.ru;HTML
Nikita;Andrew54@gmail.com;Python
Nikita;Lot@gmail.com;Objective C
Anastasia;Lollypopx20@yandex.ru;HTML
Andrey;Redund2020@mail.ru;Python
Alex;Lot@gmail.com;Kotlin
Igor;goodMood@yandex.ru;Lisp
Anastasia;JavaProf2020@yandex.ru;Kotlin
Boris;Lot@gmail.com;Kotlin
Nikita;Lollypopx20@yandex.ru;Kotlin
Nikita;Sherlock_TOP@gmail.com;Kotlin
Dima;Rublick@mail.ru;C++
Andrey;JavaProf2020@yandex.ru;HTML
Andrey;Lollypopx20@yandex.ru;Objective C
Igor;Andrew54@gmail.com;Java
Nikita;Andrew54@gmail.com;Lisp
Dima;JavaProf2020@yandex.ru;C
Nikita;WannaCyberpunk2077@yandex.ru;C
Dima;Sherlock_TOP@gmail.com;C
Dasha;Lollypopx20@yandex.ru;C#
Alex;Rublick@mail.ru;Pascal
Alex;Hollow@yandex.ru;Kotlin
Alex;Lollypopx20@yandex.ru;Lisp
Nikolai;Andrew54@gmail.com;C
Nikolai;JavaProf2020@yandex.ru;Objective C
Dasha;Hollow@yandex.ru;Pascal
Igor;Redund2020@mail.ru;Lisp
Dima;Andrew54@gmail.com;Java
Anastasia;Lollypopx20@yandex.ru;Kotlin
Nikita;Sherlock_TOP@gmail.com;C#
Dasha;Lot@gmail.com;C
Alex;JavaProf2020@yandex.ru;Objective C
Igor;Lollypopx20@yandex.ru;Pascal
Igor;Sherlock_TOP@gmail.com;C
Nikita;goodMood@yandex.ru;C#
Igor;Rublick@mail.ru;C#
Alexandra;Lot@gmail.com;C++
Anastasia;Lot@gmail.com;Kotlin
Alex;Hollow@yandex.ru;Objective C
Alex;Sherlock_TOP@gmail.com;Lisp
Dasha;Andrew54@gmail.com;HTML
Dima;goodMood@yandex.ru;Python
Anastasia;Redund2020@mail.ru;Python
Boris;Rublick@mail.ru;Java
Dima;Hollow@yandex.ru;Java
Anastasia;JavaProf2020@yandex.ru;Pascal
Anastasia;WannaCyberpunk2077@yandex.ru;Kotlin
Dasha;Hollow@yandex.ru;C
Alex;Redund2020@mail.ru;Kotlin
Boris;Rublick@mail.ru;C
Boris;Rublick@mail.ru;Kotlin
Dasha;Sherlock_TOP@gmail.com;Lisp
Boris;Sherlock_TOP@gmail.com;Kotlin
Boris;Andrew54@gmail.com;Kotlin
Andrey;Lollypopx20@yandex.ru;Kotlin
Dima;Andrew54@gmail.com;Lisp
Nikolai;Redund2020@mail.ru;Kotlin
Dima;Redund2020@mail.ru;Python
Alex;Sherlock_TOP@gmail.com;Python
Nikolai;Lot@gmail.com;C#
Nikita;Hollow@yandex.ru;Objective C
Alexandra;Redund2020@mail.ru;Java
Nikolai;Lot@gmail.com;Python
Dasha;Sherlock_TOP@gmail.com;C#
Alex;Lot@gmail.com;C++
Nikita;Redund2020@mail.ru;C#
Boris;Lot@gmail.com;Objective C
Nikolai;Lollypopx20@yandex.ru;Lisp
Alexandra;Lollypopx20@yandex.ru;C++
Igor;WannaCyberpunk2077@yandex.ru;C
Alexandra;Sherlock_TOP@gmail.com;HTML
Nikolai;Rublick@mail.ru;HTML
Andrey;Rublick@mail.ru;Kotlin
Nikita;WannaCyberpunk2077@yandex.ru;Lisp
Nikolai;Hollow@yandex.ru;C++
Boris;JavaProf2020@yandex.ru;C#
Dasha;Redund2020@mail.ru;Pascal
Nikita;JavaProf2020@yandex.ru;HTML
Igor;JavaProf2020@yandex.ru;C
Dima;Rublick@mail.ru;C
Dima;Hollow@yandex.ru;Objective C
Andrey;WannaCyberpunk2077@yandex.ru;C
Anastasia;Redund2020@mail.ru;Kotlin
Igor;WannaCyberpunk2077@yandex.ru;Java
Nikita;Andrew54@gmail.com;C
Nikolai;Rublick@mail.ru;Pascal
Nikita;Andrew54@gmail.com;Java
Dima;Sherlock_TOP@gmail.com;Objective C
Dima;goodMood@yandex.ru;C#
Boris;Rublick@mail.ru;Lisp
Dima;Sherlock_TOP@gmail.com;Python
Andrey;Rublick@mail.ru;HTML
Dasha;WannaCyberpunk2077@yandex.ru;Lisp
Boris;Redund2020@mail.ru;Lisp
Alex;goodMood@yandex.ru;Objective C
Anastasia;Lot@gmail.com;HTML
Anastasia;Rublick@mail.ru;Pascal
Andrey;Sherlock_TOP@gmail.com;C
Boris;WannaCyberpunk2077@yandex.ru;Python
Igor;Lot@gmail.com;C
Andrey;Sherlock_TOP@gmail.com;Lisp
Alexandra;Lot@gmail.com;HTML
Andrey;Lollypopx20@yandex.ru;Lisp
Igor;Rublick@mail.ru;C++
Alexandra;Rublick@mail.ru;Lisp
Dima;Andrew54@gmail.com;Pascal
Boris;Lollypopx20@yandex.ru;Python
Alexandra;Lot@gmail.com;Java
Alex;WannaCyberpunk2077@yandex.ru;C++
Nikolai;JavaProf2020@yandex.ru;Kotlin
Boris;Andrew54@gmail.com;Python
Nikolai;Sherlock_TOP@gmail.com;Objective C
Nikolai;Sherlock_TOP@gmail.com;C#
Nikita;Andrew54@gmail.com;Pascal
Alex;Lot@gmail.com;C#
Nikita;Lot@gmail.com;HTML
Alexandra;Lot@gmail.com;C#
Andrey;JavaProf2020@yandex.ru;Kotlin
Alex;Redund2020@mail.ru;Objective C
Dasha;WannaCyberpunk2077@yandex.ru;Pascal
Anastasia;Sherlock_TOP@gmail.com;Pascal
Anastasia;Hollow@yandex.ru;HTML
Anastasia;JavaProf2020@yandex.ru;C#
Igor;Redund2020@mail.ru;Objective C
Igor;WannaCyberpunk2077@yandex.ru;Lisp
Boris;goodMood@yandex.ru;Python
Andrey;Lot@gmail.com;Kotlin
Alexandra;JavaProf2020@yandex.ru;Java
Nikita;Hollow@yandex.ru;HTML
Andrey;Andrew54@gmail.com;C
Alexandra;Hollow@yandex.ru;Kotlin
Anastasia;Sherlock_TOP@gmail.com;Objective C
Boris;Redund2020@mail.ru;Pascal
Nikita;Lollypopx20@yandex.ru;HTML
Andrey;Hollow@yandex.ru;C
Boris;Lollypopx20@yandex.ru;C#
Anastasia;Sherlock_TOP@gmail.com;C
Nikita;goodMood@yandex.ru;C++
Anastasia;Rublick@mail.ru;C
Alexandra;Hollow@yandex.ru;C++
Igor;WannaCyberpunk2077@yandex.ru;HTML
Dima;Hollow@yandex.ru;C
Dasha;Redund2020@mail.ru;Lisp
Alexandra;Sherlock_TOP@gmail.com;Kotlin
Anastasia;Andrew54@gmail.com;Objective C
Anastasia;Redund2020@mail.ru;Pascal
Boris;Lot@gmail.com;C++
Anastasia;Sherlock_TOP@gmail.com;Kotlin
Nikita;Hollow@yandex.ru;Java
Nikita;Sherlock_TOP@gmail.com;Java
Dima;Hollow@yandex.ru;C#
Dima;Sherlock_TOP@gmail.com;C#
Andrey;Sherlock_TOP@gmail.com;HTML
Andrey;Lollypopx20@yandex.ru;Java
Alex;JavaProf2020@yandex.ru;HTML
Andrey;Lollypopx20@yandex.ru;HTML
Dasha;Andrew54@gmail.com;C
Nikita;Hollow@yandex.ru;Lisp
Boris;WannaCyberpunk2077@yandex.ru;Pascal
Igor;Andrew54@gmail.com;Pascal
Igor;Lollypopx20@yandex.ru;HTML
Nikita;Andrew54@gmail.com;C#
Dima;JavaProf2020@yandex.ru;Lisp
Dima;JavaProf2020@yandex.ru;C#
Boris;WannaCyberpunk2077@yandex.ru;HTML
Anastasia;Lot@gmail.com;C++
Boris;WannaCyberpunk2077@yandex.ru;C
Alex;Redund2020@mail.ru;HTML
Alexandra;Redund2020@mail.ru;C
Anastasia;goodMood@yandex.ru;HTML
Dima;Andrew54@gmail.com;C++
Nikolai;Sherlock_TOP@gmail.com;HTML
Boris;Andrew54@gmail.com;Java
Dasha;Redund2020@mail.ru;C
Nikolai;Sherlock_TOP@gmail.com;Pascal
Alex;Hollow@yandex.ru;C++
Dasha;Hollow@yandex.ru;Kotlin
Igor;Sherlock_TOP@gmail.com;Java
Boris;goodMood@yandex.ru;Objective C
Dasha;JavaProf2020@yandex.ru;Pascal
Igor;JavaProf2020@yandex.ru;Kotlin
Andrey;JavaProf2020@yandex.ru;C++
Anastasia;goodMood@yandex.ru;Pascal
Nikita;WannaCyberpunk2077@yandex.ru;Python
Alexandra;JavaProf2020@yandex.ru;Objective C
Anastasia;Hollow@yandex.ru;Lisp
Nikolai;Lollypopx20@yandex.ru;Objective C
Alexandra;Hollow@yandex.ru;Objective C
Dasha;goodMood@yandex.ru;HTML
Alexandra;Andrew54@gmail.com;Python
Nikita;JavaProf2020@yandex.ru;Objective C
Anastasia;WannaCyberpunk2077@yandex.ru;Objective C
Anastasia;WannaCyberpunk2077@yandex.ru;Python
Dima;Rublick@mail.ru;Python
Igor;Hollow@yandex.ru;Lisp
Andrey;Andrew54@gmail.com;Objective C
Dima;Lollypopx20@yandex.ru;Kotlin
Andrey;Rublick@mail.ru;Pascal
Dasha;Rublick@mail.ru;Java
Alexandra;goodMood@yandex.ru;C#
Alexandra;Lollypopx20@yandex.ru;Pascal
Nikolai;goodMood@yandex.ru;Pascal
Boris;JavaProf2020@yandex.ru;C
Dasha;goodMood@yandex.ru;C#
Boris;Hollow@yandex.ru;Pascal
Boris;Sherlock_TOP@gmail.com;C++
Nikolai;Hollow@yandex.ru;Kotlin
Alexandra;Sherlock_TOP@gmail.com;C
Dasha;Redund2020@mail.ru;C++
Anastasia;Lot@gmail.com;Objective C
Boris;Andrew54@gmail.com;HTML
Dima;WannaCyberpunk2077@yandex.ru;C++
Andrey;Redund2020@mail.ru;Objective C
Igor;Hollow@yandex.ru;Pascal
Dasha;Lollypopx20@yandex.ru;C++
Alex;Lot@gmail.com;Java
Nikolai;Andrew54@gmail.com;Python
Igor;Lot@gmail.com;HTML
Dasha;Andrew54@gmail.com;Pascal
Nikolai;Andrew54@gmail.com;Java
Anastasia;Sherlock_TOP@gmail.com;C++
Alex;goodMood@yandex.ru;Java
Alex;Rublick@mail.ru;C#
Anastasia;Redund2020@mail.ru;C#
Dasha;Rublick@mail.ru;Pascal
Igor;Lollypopx20@yandex.ru;Kotlin
Dasha;Andrew54@gmail.com;Lisp
Boris;Redund2020@mail.ru;C
Nikita;goodMood@yandex.ru;Python
Alexandra;Redund2020@mail.ru;Pascal
Nikita;Rublick@mail.ru;Java
Igor;goodMood@yandex.ru;HTML
Nikita;Lollypopx20@yandex.ru;Lisp
Alexandra;Lot@gmail.com;C
Alexandra;JavaProf2020@yandex.ru;Pascal
Anastasia;Rublick@mail.ru;Java
Alex;WannaCyberpunk2077@yandex.ru;HTML
Dima;Andrew54@gmail.com;Kotlin
Nikita;Sherlock_TOP@gmail.com;HTML
Nikolai;Redund2020@mail.ru;C++
Anastasia;Andrew54@gmail.com;Python
Andrey;goodMood@yandex.ru;Pascal
Igor;Hollow@yandex.ru;Java
Nikita;JavaProf2020@yandex.ru;Python
Dasha;Lot@gmail.com;HTML
Dasha;JavaProf2020@yandex.ru;C#
Alex;Sherlock_TOP@gmail.com;C++
Dima;Lot@gmail.com;Java
Nikolai;JavaProf2020@yandex.ru;C
Igor;JavaProf2020@yandex.ru;C++
Dima;JavaProf2020@yandex.ru;Pascal
Boris;Redund2020@mail.ru;Python
Andrey;JavaProf2020@yandex.ru;Objective C
Anastasia;JavaProf2020@yandex.ru;C++
Dima;JavaProf2020@yandex.ru;Kotlin
Nikita;Rublick@mail.ru;Objective C
Dasha;Redund2020@mail.ru;Java
Alex;Lot@gmail.com;HTML
Dima;WannaCyberpunk2077@yandex.ru;Python
Igor;goodMood@yandex.ru;Python
Alexandra;JavaProf2020@yandex.ru;C++
Alexandra;WannaCyberpunk2077@yandex.ru;Pascal
Igor;goodMood@yandex.ru;C
Dima;Lot@gmail.com;C++
Nikolai;Redund2020@mail.ru;Objective C
Anastasia;Hollow@yandex.ru;C
Dima;WannaCyberpunk2077@yandex.ru;HTML
Boris;Hollow@yandex.ru;C#
Andrey;Hollow@yandex.ru;Python
Dasha;goodMood@yandex.ru;Lisp
Nikita;Hollow@yandex.ru;Pascal
Igor;Redund2020@mail.ru;Python
Andrey;Sherlock_TOP@gmail.com;C#
Alexandra;Andrew54@gmail.com;Kotlin
Dasha;Lollypopx20@yandex.ru;Java
Alex;WannaCyberpunk2077@yandex.ru;C
Alexandra;Hollow@yandex.ru;Python
Anastasia;Hollow@yandex.ru;Pascal
Alexandra;Lot@gmail.com;Pascal
Andrey;Andrew54@gmail.com;Python
Dima;Sherlock_TOP@gmail.com;Pascal
Igor;Redund2020@mail.ru;Kotlin
Alex;Lot@gmail.com;Python
Dima;WannaCyberpunk2077@yandex.ru;Java
Nikolai;Hollow@yandex.ru;C
Andrey;Lot@gmail.com;Python
Boris;Lollypopx20@yandex.ru;Kotlin
Boris;Redund2020@mail.ru;HTML
Nikita;WannaCyberpunk2077@yandex.ru;C#
Alexandra;Lot@gmail.com;Python
Andrey;JavaProf2020@yandex.ru;Lisp
Igor;Sherlock_TOP@gmail.com;HTML
Nikolai;Hollow@yandex.ru;Python
Andrey;JavaProf2020@yandex.ru;Python
Andrey;Lollypopx20@yandex.ru;Python
Nikita;Andrew54@gmail.com;HTML
Dima;Sherlock_TOP@gmail.com;HTML
Nikolai;Lollypopx20@yandex.ru;Kotlin
Anastasia;WannaCyberpunk2077@yandex.ru;C++
Nikolai;goodMood@yandex.ru;Kotlin
Dima;Hollow@yandex.ru;Kotlin
Dima;goodMood@yandex.ru;Objective C
Dasha;JavaProf2020@yandex.ru;Java
Igor;Hollow@yandex.ru;Objective C
Dasha;JavaProf2020@yandex.ru;Python
Nikita;Lot@gmail.com;C++
